ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CCDD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,Informal_P,DIVISION_LIMA,FAC300_ANUAL
2024,01,0000301,1,0071,1,5,20230100003011007111,24,1,1,1,1,2, ,1,70,1,1,4,11,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,89.9135511135535
2024,01,0000301,1,0071,1,5,20230100003011007112,24,1,2,3,1,2, ,1,30,2,2,21,1,1993,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, , , , , , ,636, , ,636,636,636,1,1, ,200.68664304173
2024,01,0000301,1,0072,1,5,20230100003011007211,24,1,1,1,1,2, ,2,35,1,1,17,8,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,1, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,37.551902494958
2024,01,0000301,1,0072,1,5,20230100003011007212,24,1,2,2,1,2, ,1,43,2,2,1,3,1980,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,0,12,12,12,12,12,12,72, ,72,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , , , , , ,2650, , ,2650,2650,2650,1,1, ,59.8491470077063
2024,01,0000301,1,0072,1,5,20230100003011007213,24,1,3,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0000301,1,0072,1,5,20230100003011007214,24,1,4,3,1,2, ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0000301,1,0073,1,5,20230100003011007311,24,1,1,1,1,2, ,1,52,1,1,28,2,1971,1, , , , , , , , , , , , , , , ,6222,311,1, ,3,2,1,2,0,0,0,0,0,0,6,6, ,24,2,24,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,5,1, ,260, , , , ,823, , ,1083,1083,1083,1,1, ,85.778712577978
2024,01,0000301,1,0073,1,5,20230100003011007312,24,1,2,2,1,2, ,2,50,2,2,29,5,1973,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,72.664300162476
2024,01,0000301,1,0073,1,5,20230100003011007313,24,1,3,3,1,2, ,1,29,3,3,27,1,1994,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1,1,13,5,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1, , ,51.465187761964
2024,01,0000301,1,0073,1,5,20230100003011007314,24,1,4,3,1,2, ,1,20,4,4,15,1,2004,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,4,0,8,8,8,8,8,4,44, ,44,1, ,2, ,2,2,2,420, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,1, , , , , ,1819, , , ,1819,1819,1819,1,1, ,39.1228368185005
2024,01,0000301,1,0073,1,5,20230100003011007315,24,1,5,4,1,2, ,2,18,5,5,14,9,2005,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,9533,4799,2, ,3,2,1,1,0,0,0,0,2,2,2,6, ,6,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,1, , , , , , ,270, , ,270,270,270,1,1, ,39.7409899258678
2024,01,0000301,1,0074,1,5,20240100003011007411,24,1,1,1,1,2, ,1,61,1,1,13,5,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,67.503282530165
2024,01,0000301,1,0074,1,5,20240100003011007412,24,1,2,2,1,2, ,2,60,2,2,30,4,1963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,2,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,72.664300162476
2024,01,0000301,1,0074,1,5,20240100003011007413,24,1,3,3,1,2, ,1,32,3,3,7,10,1991,1, , , , , , , , , , , , , , , ,4223,6190,3,5,2,2,1,2,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,180,60, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,260, , , , ,779, , , ,1039,1039,1039,1,1, ,51.465187761964
2024,01,0000301,1,0074,1,5,20240100003011007414,24,1,4,5,1,2, ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0000902,1,0031,1,5,20240100009021003111,24,1,1,1,1,2, ,1,64,1,1,18,9,1959,1, , , , , , , , , , , , , , , ,7231,4540,2, ,2,2,1,1,3,2,3,3,5,2,2,20, ,20,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,1050, , ,1050,1050,1050,1,2, ,113.504214768046
2024,01,0000902,1,0031,1,5,20240100009021003112,24,1,2,2,1,2, ,2,68,2,2,17,4,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1, , ,96.1509456569863
2024,01,0000902,1,0031,1,5,20240100009021003113,24,1,3,3,1,2, ,1,35,3,3,20,12,1988,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,5,8,8,8,8,8,10,55, ,55,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,500, , ,500,500,500,1,1, ,68.0998297742167
2024,01,0000902,1,0031,1,5,20240100009021003114,24,1,4,3,1,2, ,1,33,4,4,27,8,1990,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,10,12,10,12,12,12,12,80, ,80,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , , , ,350, , ,350,350,350,1,1, ,68.0998297742167
2024,01,0000902,1,0033,1,5,20240100009021003311,24,1,1,1,1,2, ,2,42,1,1,5,7,1981,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,5,4,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1, , ,75.1035461258045
2024,01,0000902,1,0033,1,5,20240100009021003313,24,1,2,3,1,2, ,2,22,2,2,3,7,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,6,4,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1, , ,89.4136701537403
2024,01,0000902,1,0033,1,5,20240100009021003312,24,1,3,3,1,1, ,1,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,0000902,1,0033,1,5,20240100009021003314,24,1,4,4,1,2, ,2,24,4,4,1,2,1999,1, , , , , , , , , , , , , , , ,4224,9311,3,5,2,2,1,2,0,5,5,5,5,5,5,30, ,30,1, ,2, ,2,2,3,225, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , , , , ,450, , , ,450,450,450,1,1, ,52.5861221283763
2024,01,0000902,1,0033,1,5,20240100009021003315,24,1,5,5,1,2, ,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0000902,1,0034,1,5,20240100009021003411,24,1,1,1,1,2, ,1,52,1,1,4,8,1971,1, , , , , , , , , , , , , , , ,7221,2511,2, ,2,2,1,1,0,8,8,8,8,0,0,32, ,32,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , , , , , ,1200, , ,1200,1200,1200,1,2, ,113.504214768046
2024,01,0000902,1,0035,1,5,20240100009021003511,24,1,1,1,1,2, ,1,64,1,1,16,4,1959,1, , , , , , , , , , , , , , , ,7231,4520,2, ,3,2,1,1,5,8,8,8,8,8,8,53, ,53,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1, , , , , , ,1800, , ,1800,1800,1800,1,1, ,113.504214768046
2024,01,0003301,5,0069,1,3,20230100033015006911,24,1,1,1,1,2, ,1,23,1,1,15,10,2000,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,10,12,12,10,10,10,64, ,64,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1, , , , , , ,1155, , ,1155,1155,1155,1,1, ,3.10258754564477
2024,01,0003301,5,0069,1,3,20230100033015006912,24,1,2,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , 
2024,01,0003301,5,0069,1,3,20230100033015006913,24,1,3,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , 
2024,01,0003301,5,0069,1,3,20230100033015006914,24,1,4,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , 
2024,01,0003301,5,0070,1,3,20230100033015007011,24,1,1,1,1,2, ,2,50,1,1,23,10,1973,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,5212,4722,2, ,3,2,1,1,0,0,3,3,2,0,2,10, ,18,2,18,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , , , , , ,490, , ,490,490,490,1,1, ,3.28488716128355
2024,01,0003301,5,0070,1,3,20230100033015007012,24,1,2,2,1,2, ,1,49,2,2,9,1,1975,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,9,9,9,9,9,9,54, ,54,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , , , , , ,1200, , ,1200,1200,1200,1,1, ,3.90883643580383
2024,01,0003301,5,0070,1,3,20230100033015007013,24,1,3,3,1,2, ,1,33,3,3,14,11,1990,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,8,8,0,4,0,0,8,28, ,35,2,35,1,2,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, , , , , , ,722, , ,722,722,722,1,1, ,5.67050001442808
2024,01,0003301,5,0070,1,3,20230100033015007014,24,1,4,3,1,2, ,2,15,4,4,14,5,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,2.96965089314003
2024,01,0003301,5,0070,1,3,20230100033015007015,24,1,5,3,1,2, ,2,26,5,5,12,8,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,4.09492977725213
2024,01,0003301,5,0070,1,3,20230100033015007016,24,1,6,5,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0003301,5,0071,1,3,20230100033015007111,24,1,1,1,1,2, ,1,21,1,1,8,10,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,11, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1, , ,4.52548483189945
2024,01,0003301,5,0071,1,3,20230100033015007112,24,1,2,2,1,2, ,2,18,2,2,28,7,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2,6, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,2.96965089314003
2024,01,0003301,5,0071,1,3,20240100033015007113,24,1,3,3,1,2, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0003301,5,0072,1,3,20230100033015007211,24,1,1,1,1,2, ,1,40,1,1,6,9,1983,1, , , , , , , , , , , , , , , ,6222,311,3,5,3,2,1,3,0,6,6,6,5,6,4,33, ,33,1, ,2, ,2,2,2,450, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , ,1949, , , ,1949,1949,1949,1,1, ,5.67050001442808
2024,01,0003301,5,0072,1,3,20230100033015007212,24,1,2,2,1,2, ,2,33,2,2,28,10,1990,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,3, , , , , , , , , , , , ,1, , ,4.09492977725213
2024,01,0003301,5,0072,1,3,20230100033015007213,24,1,3,3,1,2, ,2,16,3,3,10,3,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,2.96965089314003
2024,01,0003301,5,0072,1,3,20240100033015007214,24,1,4,3,1,2, ,1,16,4,4,2,4,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1, , ,4.52548483189945
2024,01,0003301,5,0072,1,3,20230100033015007214,24,1,5,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0003301,5,0072,1,3,20230400033015007215,24,1,6,3,1,2, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0003302,3,0001,1,3,20231000033023000111,24,1,1,1,1,2, ,2,76,1,1,15,3,1947,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5223,4722,4, ,3,2,1,2,3,2,3,3,4,3,3,21,10,31,1, ,1,1,1, , , , , , , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , , , , , , , , ,0,0,0,1,1, ,8.8367310976055
2024,01,0003302,3,0001,1,3,20231000033023000112,24,1,2,7,1,2, ,2,75,2,2,13,11,1948,1, , , , , , , , , , , , , , , ,5120,5629,2, ,3,2,1,2,7,0,0,0,0,0,7,14,54,68,1, ,2, ,2,2, , , , , , , ,100,20, , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,9,5, ,2,2,2,2,2,2,10,6,1, ,346, ,20, , ,579, ,100,1045,925,1045,1,1, ,8.8367310976055
2024,01,0003302,3,0001,1,3,20231000033023000113,24,1,3,7,1,1, ,2,71, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,0003302,3,0002,1,3,20231000033023000211,24,1,1,1,1,2, ,1,64,1,1,20,6,1959,1, , , , , , , , , , , , , , , ,8331,4663,3,5,2,2,1,2,0,8,0,8,0,8,0,24, ,24,1, ,1,1,1,2,2,300, , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , ,1299, , , ,1299,1299,1299,1,1, ,15.6775141578148
2024,01,0003302,3,0002,1,3,20231000033023000212,24,1,2,2,1,2, ,2,63,2,2,21,8,1960,2,1, , , , , , , , , , , , , , ,2341,8510,3,2, , ,5,9998,0,0,0,0,0,0,0,0, ,30,2,30,2, ,2,2,4,2700, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , , , ,100,2700, , , ,2700,2700,2800,1,2, ,8.8367310976055
2024,01,0003302,3,0002,1,3,20231000033023000213,24,1,3,5,1,2, ,2,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0003302,3,0004,1,3,20231000033023000411,24,1,1,1,1,2, ,1,41,1,1,29,11,1982,2,1, , , , , , , , , , , , , , ,5329,8610,3,2, , ,5,9998,0,0,0,0,0,0,0,0, ,40,2,40,2, ,2,2,4,2470, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,100,2470, , , ,2470,2470,2570,1,2, ,15.8826902342248
2024,01,0003302,3,0004,1,3,20231000033023000412,24,1,2,2,1,2, ,2,36,2,2,13,1,1988,2,1, , , , , , , , , , , , , , ,2221,8610,3,2, , ,5,9998,0,0,0,0,0,0,0,0, ,48,2,48,2, ,2,2,4,4500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,100,4500, , , ,4500,4500,4600,1,2, ,13.3117255610759
2024,01,0003302,3,0004,1,3,20231000033023000413,24,1,3,3,1,2, ,1,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0003302,3,0004,1,3,20231000033023000414,24,1,4,3,1,2, ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , 
2024,01,0003302,3,0004,1,3,20231000033023000415,24,1,5,11,1,2, ,2,18,5,5,7,2,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,11.9106400806449
2024,01,0003302,3,0005,1,3,20231000033023000511,24,1,1,1,1,1, ,2,87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , 
2024,01,0003302,3,0005,1,3,20231000033023000512,24,1,2,3,1,2, ,1,56,2,2,23,10,1967,1, , , , , , , , , , , , , , , ,2149,7490,1, ,2,1,1,6,0,9,9,9,9,9,6,51, ,51,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,3500, , ,3500,3500,3500,1,2, ,11.7329504265159
2024,01,00034,3,0081,1,3,202210000343008111,24,1,1,1,1,2, ,2,72,1,1,21,9,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,1,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1, , ,23.2608872800372
2024,01,00034,3,0081,1,3,202310000343008112,24,1,2,8,1,2, ,1,23,2,2,18,9,2000,1, , , , , , , , , , , , , , , ,3251,8620,3,5,2,1,1,5,0,5,0,5,5,0,0,15, ,15,1, ,2, ,2,1,2,300, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,6,1, , , , , ,1299, , , ,1299,1299,1299,1,1, ,21.9699903321765
